Column1,match,Team,bowlerName,overs.1,overs.2,maiden,runs,wickets,economy,zeros,fours,sixes,wides,noBalls,match_id,Balls
167,Afghanistan Vs England,Afghanistan,Fareed Ahmad,2,0,0,23,1,11.5,2,2,0,1,0,T20I # 1840,12
168,Afghanistan Vs England,Afghanistan,Mohammad Nabi,3,0,0,16,1,5.33,6,0,0,0,0,T20I # 1840,18
169,Ireland Vs Sri Lanka,Sri Lanka,Binura Fernando,4,0,0,27,1,6.75,10,3,0,1,0,T20I # 1841,24
170,Ireland Vs Sri Lanka,Sri Lanka,Lahiru Kumara,2,0,0,12,1,6,6,2,0,0,0,T20I # 1841,12
171,Ireland Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,4,0,0,19,2,4.75,8,1,0,0,0,T20I # 1841,24
172,Ireland Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,4,0,0,29,1,7.25,7,2,1,0,0,T20I # 1841,24
173,Ireland Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga de Silva,4,0,0,25,2,6.25,6,0,1,0,0,T20I # 1841,24
174,Ireland Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,2,0,0,13,1,6.5,3,1,0,0,0,T20I # 1841,12
175,Ireland Vs Sri Lanka,Ireland,Josh Little,4,0,0,45,0,11.25,5,4,1,1,0,T20I # 1841,24
176,Ireland Vs Sri Lanka,Ireland,Mark Adair,2,0,0,16,0,8,2,1,0,0,0,T20I # 1841,12
177,Ireland Vs Sri Lanka,Ireland,Barry McCarthy,2,0,0,16,0,8,4,0,1,0,0,T20I # 1841,12
178,Ireland Vs Sri Lanka,Ireland,Gareth Delany,4,0,0,28,1,7,8,3,0,2,0,T20I # 1841,24
179,Ireland Vs Sri Lanka,Ireland,Curtis Campher,1,0,0,8,0,8,2,1,0,0,0,T20I # 1841,6
180,Ireland Vs Sri Lanka,Ireland,Simi Singh,2,0,0,20,0,10,3,0,2,0,0,T20I # 1841,12
181,Pakistan Vs India,India,Bhuvneshwar Kumar,4,0,0,22,1,5.5,17,1,1,3,0,T20I # 1842,24
182,Pakistan Vs India,India,Arshdeep Singh,4,0,0,32,3,8,10,3,1,1,0,T20I # 1842,24
183,Pakistan Vs India,India,Mohammed Shami,4,0,0,25,1,6.25,14,4,0,1,0,T20I # 1842,24
184,Pakistan Vs India,India,Hardik Pandya,4,0,0,30,3,7.5,10,4,0,0,0,T20I # 1842,24
185,Pakistan Vs India,India,Ravichandran Ashwin,3,0,0,23,0,7.66,5,0,1,1,0,T20I # 1842,18
186,Pakistan Vs India,India,Axar Patel,1,0,0,21,0,21,2,0,3,0,0,T20I # 1842,6
187,Pakistan Vs India,Pakistan,Shaheen Shah Afridi,4,0,0,34,0,8.5,7,4,0,1,0,T20I # 1842,24
188,Pakistan Vs India,Pakistan,Naseem Shah,4,0,0,23,1,5.75,10,1,0,0,0,T20I # 1842,24
189,Pakistan Vs India,Pakistan,Haris Rauf,4,0,0,36,2,9,11,2,2,1,0,T20I # 1842,24
190,Pakistan Vs India,Pakistan,Shadab Khan,4,0,0,21,0,5.25,10,2,0,0,0,T20I # 1842,24
191,Pakistan Vs India,Pakistan,Mohammad Nawaz,4,0,0,42,2,10.5,8,0,4,2,1,T20I # 1842,24
192,Bangladesh Vs Netherlands,Netherlands,Fred Klaassen,4,0,0,33,1,8.25,10,5,0,3,0,T20I # 1843,24
193,Bangladesh Vs Netherlands,Netherlands,Colin Ackermann,1,0,0,4,0,4,2,0,0,0,0,T20I # 1843,6
194,Bangladesh Vs Netherlands,Netherlands,Paul van Meekeren,4,0,0,21,2,5.25,10,1,0,0,0,T20I # 1843,24
195,Bangladesh Vs Netherlands,Netherlands,Bas de Leede,3,0,0,29,2,9.66,9,3,1,3,0,T20I # 1843,18
196,Bangladesh Vs Netherlands,Netherlands,Tim Pringle,2,0,0,10,1,5,4,0,0,0,0,T20I # 1843,12
197,Bangladesh Vs Netherlands,Netherlands,Shariz Ahmad,3,0,0,27,1,9,5,1,2,0,0,T20I # 1843,18
198,Bangladesh Vs Netherlands,Netherlands,Logan van Beek,3,0,0,12,1,4,7,0,0,1,0,T20I # 1843,18
199,Bangladesh Vs Netherlands,Bangladesh,Taskin Ahmed,4,0,0,25,4,6.25,16,5,0,0,0,T20I # 1843,24
200,Bangladesh Vs Netherlands,Bangladesh,Hasan Mahmud,4,0,1,15,2,3.75,16,2,0,0,0,T20I # 1843,24
201,Bangladesh Vs Netherlands,Bangladesh,Shakib Al Hasan,4,0,0,32,1,8,6,0,2,1,0,T20I # 1843,24
202,Bangladesh Vs Netherlands,Bangladesh,Mustafizur Rahman,4,0,0,20,0,5,14,2,0,2,0,T20I # 1843,24
203,Bangladesh Vs Netherlands,Bangladesh,Soumya Sarkar,3,0,0,29,1,9.66,5,2,1,1,0,T20I # 1843,18
204,Bangladesh Vs Netherlands,Bangladesh,Mosaddek Hossain,1,0,0,14,0,14,0,0,1,0,1,T20I # 1843,6
205,Zimbabwe Vs South Africa,South Africa,Kagiso Rabada,2,0,0,20,0,10,4,2,1,0,0,T20I # 1844,12
206,Zimbabwe Vs South Africa,South Africa,Wayne Parnell,2,0,0,6,1,3,9,1,0,0,0,T20I # 1844,12
207,Zimbabwe Vs South Africa,South Africa,Lungi Ngidi,2,0,0,20,2,10,6,2,1,2,0,T20I # 1844,12
208,Zimbabwe Vs South Africa,South Africa,Keshav Maharaj,1,0,0,10,0,10,1,1,0,0,0,T20I # 1844,6
209,Zimbabwe Vs South Africa,South Africa,Anrich Nortje,2,0,0,10,1,5,5,0,0,0,0,T20I # 1844,12
210,Zimbabwe Vs South Africa,Zimbabwe,Tendai Chatara,1,0,0,23,0,23,0,4,1,0,0,T20I # 1844,6
211,Zimbabwe Vs South Africa,Zimbabwe,Richard Ngarava,1,0,0,17,0,17,2,4,0,0,1,T20I # 1844,6
212,Zimbabwe Vs South Africa,Zimbabwe,Sikandar Raza,1,0,0,11,0,11,1,0,0,0,1,T20I # 1844,6
213,Sri Lanka Vs Australia,Australia,Josh Hazlewood,4,0,0,26,1,6.5,13,3,0,3,0,T20I # 1845,24
214,Sri Lanka Vs Australia,Australia,Pat Cummins,4,0,0,36,1,9,12,5,1,2,0,T20I # 1845,24
215,Sri Lanka Vs Australia,Australia,Mitchell Starc,4,0,0,23,1,5.75,13,1,0,1,0,T20I # 1845,24
216,Sri Lanka Vs Australia,Australia,Ashton Agar,4,0,0,25,1,6.25,8,1,0,1,0,T20I # 1845,24
217,Sri Lanka Vs Australia,Australia,Marcus Stoinis,2,0,0,17,0,8.5,1,1,0,1,0,T20I # 1845,12
218,Sri Lanka Vs Australia,Australia,Mitchell Marsh,1,0,0,14,0,14,1,1,1,0,0,T20I # 1845,6
219,Sri Lanka Vs Australia,Australia,Glenn Maxwell,1,0,0,5,1,5,2,0,0,0,0,T20I # 1845,6
220,Sri Lanka Vs Australia,Sri Lanka,Binura Fernando,0,5,0,5,0,6,2,0,0,0,0,T20I # 1845,5
221,Sri Lanka Vs Australia,Sri Lanka,Dhananjaya de Silva,2,1,0,18,1,8.3,4,1,1,0,0,T20I # 1845,13
222,Sri Lanka Vs Australia,Sri Lanka,Lahiru Kumara,3,3,0,22,0,6.28,15,0,1,3,0,T20I # 1845,21
223,Sri Lanka Vs Australia,Sri Lanka,Chamika Karunaratne,3,0,0,20,1,6.66,6,1,0,1,0,T20I # 1845,18
224,Sri Lanka Vs Australia,Sri Lanka,Maheesh Theekshana,3,0,0,23,1,7.66,11,0,3,1,0,T20I # 1845,18
225,Sri Lanka Vs Australia,Sri Lanka,Wanindu Hasaranga de Silva,3,0,0,53,0,17.66,0,3,5,0,0,T20I # 1845,18
226,Sri Lanka Vs Australia,Sri Lanka,Dasun Shanaka,1,0,0,10,0,10,2,2,0,0,0,T20I # 1845,6
227,Ireland Vs England,England,Ben Stokes,2,2,0,8,1,3.42,7,0,0,0,0,T20I # 1846,14
228,Ireland Vs England,England,Chris Woakes,3,0,0,41,0,13.66,4,6,1,2,0,T20I # 1846,18
229,Ireland Vs England,England,Mark Wood,4,0,0,34,3,8.5,13,4,1,2,0,T20I # 1846,24
230,Ireland Vs England,England,Sam Curran,3,0,0,31,2,10.33,7,1,2,0,0,T20I # 1846,18
231,Ireland Vs England,England,Adil Rashid,4,0,0,24,0,6,6,1,0,0,0,T20I # 1846,24
232,Ireland Vs England,England,Liam Livingstone,3,0,0,17,3,5.66,5,1,0,0,0,T20I # 1846,18
233,Ireland Vs England,Ireland,Josh Little,3,0,0,16,2,5.33,11,2,0,2,0,T20I # 1846,18
234,Ireland Vs England,Ireland,Mark Adair,2,0,0,10,0,5,5,0,0,0,0,T20I # 1846,12
235,Ireland Vs England,Ireland,Barry McCarthy,3,0,0,20,1,6.66,7,1,0,3,0,T20I # 1846,18
236,Ireland Vs England,Ireland,Fionn Hand,2,0,0,17,1,8.5,6,1,0,4,0,T20I # 1846,12
237,Ireland Vs England,Ireland,Gareth Delany,3,3,0,33,0,9.42,5,3,1,1,0,T20I # 1846,21
238,Ireland Vs England,Ireland,George Dockrell,1,0,0,5,1,5,2,0,0,0,0,T20I # 1846,6
239,South Africa Vs Bangladesh,Bangladesh,Taskin Ahmed,3,0,0,46,1,15.33,7,6,2,0,3,T20I # 1847,18
240,South Africa Vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,3,0,0,32,0,10.66,4,2,2,0,0,T20I # 1847,18
241,South Africa Vs Bangladesh,Bangladesh,Hasan Mahmud,4,0,0,36,1,9,11,3,2,2,0,T20I # 1847,24
242,South Africa Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,0,25,0,6.25,7,1,1,0,0,T20I # 1847,24
243,South Africa Vs Bangladesh,Bangladesh,Mosaddek Hossain,2,0,0,16,0,8,5,1,1,0,0,T20I # 1847,12
244,South Africa Vs Bangladesh,Bangladesh,Shakib Al Hasan,3,0,0,33,2,11,7,1,3,0,1,T20I # 1847,18
245,South Africa Vs Bangladesh,Bangladesh,Afif Hossain,1,0,0,11,1,11,1,2,0,0,0,T20I # 1847,6
246,South Africa Vs Bangladesh,South Africa,Kagiso Rabada,3,0,0,24,1,8,8,1,2,1,0,T20I # 1847,18
247,South Africa Vs Bangladesh,South Africa,Wayne Parnell,2,0,0,18,0,9,3,0,1,1,0,T20I # 1847,12
248,South Africa Vs Bangladesh,South Africa,Anrich Nortje,3,3,0,10,4,2.85,16,1,0,0,0,T20I # 1847,21
249,South Africa Vs Bangladesh,South Africa,Keshav Maharaj,4,0,0,24,1,6,6,1,0,0,0,T20I # 1847,24
250,South Africa Vs Bangladesh,South Africa,Tabraiz Shamsi,4,0,0,20,3,5,12,0,1,2,0,T20I # 1847,24
251,India Vs Netherlands,Netherlands,Fred Klaassen,4,0,0,33,1,8.25,9,2,1,2,0,T20I # 1848,24
252,India Vs Netherlands,Netherlands,Tim Pringle,4,0,0,30,0,7.5,6,3,0,0,0,T20I # 1848,24
253,India Vs Netherlands,Netherlands,Paul van Meekeren,4,0,0,32,1,8,9,3,1,0,0,T20I # 1848,24
254,India Vs Netherlands,Netherlands,Bas de Leede,3,0,0,33,0,11,6,5,1,1,0,T20I # 1848,18
255,India Vs Netherlands,Netherlands,Logan van Beek,4,0,0,45,0,11.25,3,2,3,0,0,T20I # 1848,24
256,India Vs Netherlands,Netherlands,Shariz Ahmad,1,0,0,5,0,5,2,0,0,0,0,T20I # 1848,6
257,India Vs Netherlands,India,Bhuvneshwar Kumar,3,0,2,9,2,3,14,1,0,0,0,T20I # 1848,18
258,India Vs Netherlands,India,Arshdeep Singh,4,0,0,37,2,9.25,9,6,0,1,1,T20I # 1848,24
259,India Vs Netherlands,India,Mohammed Shami,4,0,0,27,1,6.75,10,2,0,0,0,T20I # 1848,24
260,India Vs Netherlands,India,Axar Patel,4,0,0,18,2,4.5,11,0,0,0,0,T20I # 1848,24
261,India Vs Netherlands,India,Hardik Pandya,1,0,0,9,0,9,1,0,0,1,0,T20I # 1848,6
262,India Vs Netherlands,India,Ravichandran Ashwin,4,0,0,21,2,5.25,13,1,1,1,0,T20I # 1848,24
263,Zimbabwe Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,0,29,0,7.25,9,3,0,0,0,T20I # 1849,24
264,Zimbabwe Vs Pakistan,Pakistan,Naseem Shah,4,0,0,34,0,8.5,7,4,0,2,0,T20I # 1849,24
265,Zimbabwe Vs Pakistan,Pakistan,Mohammad Wasim,4,0,0,24,4,6,16,2,1,4,0,T20I # 1849,24
266,Zimbabwe Vs Pakistan,Pakistan,Haris Rauf,4,0,1,12,1,3,15,0,0,0,0,T20I # 1849,24
267,Zimbabwe Vs Pakistan,Pakistan,Shadab Khan,4,0,0,23,3,5.75,8,1,0,0,0,T20I # 1849,24
268,Zimbabwe Vs Pakistan,Zimbabwe,Richard Ngarava,4,0,0,24,0,6,15,2,1,2,0,T20I # 1849,24
269,Zimbabwe Vs Pakistan,Zimbabwe,Blessing Muzarabani,4,0,0,18,1,4.5,11,1,0,0,0,T20I # 1849,24
270,Zimbabwe Vs Pakistan,Zimbabwe,Brad Evans,4,0,0,25,2,6.25,12,2,1,0,0,T20I # 1849,24
271,Zimbabwe Vs Pakistan,Zimbabwe,Sikandar Raza,4,0,0,25,3,6.25,13,2,1,2,0,T20I # 1849,24
272,Zimbabwe Vs Pakistan,Zimbabwe,Luke Jongwe,1,0,0,10,1,10,2,2,0,0,0,T20I # 1849,6
273,Zimbabwe Vs Pakistan,Zimbabwe,Sean Williams,2,0,0,15,0,7.5,1,0,0,1,0,T20I # 1849,12
274,Zimbabwe Vs Pakistan,Zimbabwe,Ryan Burl,1,0,0,7,0,7,0,0,0,0,0,T20I # 1849,6
275,New Zealand Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,4,0,0,35,1,8.75,7,2,2,1,0,T20I # 1850,24
276,New Zealand Vs Sri Lanka,Sri Lanka,Kasun Rajitha,4,0,0,23,2,5.75,16,3,0,1,2,T20I # 1850,24
277,New Zealand Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,2,0,0,14,1,7,4,1,0,0,0,T20I # 1850,12
278,New Zealand Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga de Silva,4,0,0,22,1,5.5,9,1,0,0,0,T20I # 1850,24
279,New Zealand Vs Sri Lanka,Sri Lanka,Lahiru Kumara,3,0,0,37,1,12.33,2,2,2,2,1,T20I # 1850,18
280,New Zealand Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,3,0,0,34,0,11.33,5,3,1,1,0,T20I # 1850,18
281,New Zealand Vs Sri Lanka,New Zealand,Tim Southee,4,0,1,12,1,3,18,0,1,1,0,T20I # 1850,24
282,New Zealand Vs Sri Lanka,New Zealand,Trent Boult,4,0,0,13,4,3.25,18,1,0,1,0,T20I # 1850,24
283,New Zealand Vs Sri Lanka,New Zealand,Lockie Ferguson,4,0,0,35,1,8.75,11,4,1,3,0,T20I # 1850,24
284,New Zealand Vs Sri Lanka,New Zealand,Mitchell Santner,4,0,0,21,2,5.25,13,3,0,0,0,T20I # 1850,24
285,New Zealand Vs Sri Lanka,New Zealand,Ish Sodhi,3,2,0,21,2,6.3,11,2,1,1,0,T20I # 1850,20
286,Bangladesh Vs Zimbabwe,Zimbabwe,Richard Ngarava,4,0,0,24,2,6,11,2,0,2,0,T20I # 1851,24
287,Bangladesh Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,2,0,0,13,2,6.5,8,3,0,0,0,T20I # 1851,12
288,Bangladesh Vs Zimbabwe,Zimbabwe,Tendai Chatara,3,0,0,18,0,6,7,1,0,0,0,T20I # 1851,18
289,Bangladesh Vs Zimbabwe,Zimbabwe,Sikandar Raza,4,0,0,35,1,8.75,2,2,1,0,0,T20I # 1851,24
290,Bangladesh Vs Zimbabwe,Zimbabwe,Brad Evans,3,0,0,32,0,10.66,2,3,1,1,0,T20I # 1851,18
291,Bangladesh Vs Zimbabwe,Zimbabwe,Wessly Madhevere,2,0,0,18,0,9,0,1,0,0,0,T20I # 1851,12
292,Bangladesh Vs Zimbabwe,Zimbabwe,Sean Williams,2,0,0,10,1,5,4,0,0,1,0,T20I # 1851,12
293,Bangladesh Vs Zimbabwe,Bangladesh,Taskin Ahmed,4,0,1,19,3,4.75,15,3,0,0,0,T20I # 1851,24
294,Bangladesh Vs Zimbabwe,Bangladesh,Hasan Mahmud,4,0,0,36,0,9,8,5,0,3,0,T20I # 1851,24
295,Bangladesh Vs Zimbabwe,Bangladesh,Mosaddek Hossain,4,0,0,34,2,8.5,11,3,2,0,1,T20I # 1851,24
296,Bangladesh Vs Zimbabwe,Bangladesh,Mustafizur Rahman,4,0,0,15,2,3.75,11,0,0,0,0,T20I # 1851,24
297,Bangladesh Vs Zimbabwe,Bangladesh,Shakib Al Hasan,4,0,0,34,0,8.5,5,3,0,0,0,T20I # 1851,24
298,Netherlands Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,0,19,1,4.75,13,1,0,1,0,T20I # 1852,24
299,Netherlands Vs Pakistan,Pakistan,Naseem Shah,4,0,0,11,1,2.75,15,0,0,0,0,T20I # 1852,24
300,Netherlands Vs Pakistan,Pakistan,Mohammad Wasim,3,0,0,15,2,5,10,1,0,1,0,T20I # 1852,18
301,Netherlands Vs Pakistan,Pakistan,Haris Rauf,3,0,0,10,1,3.33,11,1,0,0,0,T20I # 1852,18
302,Netherlands Vs Pakistan,Pakistan,Shadab Khan,4,0,0,22,3,5.5,11,2,0,0,0,T20I # 1852,24
303,Netherlands Vs Pakistan,Pakistan,Mohammad Nawaz,2,0,0,11,0,5.5,3,0,0,0,0,T20I # 1852,12
304,Netherlands Vs Pakistan,Netherlands,Fred Klaassen,3,0,0,26,0,8.66,4,3,0,0,0,T20I # 1852,18
305,Netherlands Vs Pakistan,Netherlands,Paul van Meekeren,4,0,0,19,1,4.75,15,2,0,0,0,T20I # 1852,24
306,Netherlands Vs Pakistan,Netherlands,Brandon Glover,2,5,0,22,2,7.76,9,3,0,0,0,T20I # 1852,17
307,Netherlands Vs Pakistan,Netherlands,Tim Pringle,1,0,0,12,0,12,1,2,0,0,0,T20I # 1852,6
308,Netherlands Vs Pakistan,Netherlands,Logan van Beek,2,0,0,9,0,4.5,5,0,0,0,0,T20I # 1852,12
309,Netherlands Vs Pakistan,Netherlands,Roelof van der Merwe,1,0,0,7,0,7,1,0,0,0,0,T20I # 1852,6
310,India Vs South Africa,South Africa,Wayne Parnell,4,0,1,15,3,3.75,16,0,1,0,0,T20I # 1853,24
311,India Vs South Africa,South Africa,Kagiso Rabada,4,0,0,26,0,6.5,13,2,1,1,0,T20I # 1853,24
312,India Vs South Africa,South Africa,Lungi Ngidi,4,0,0,29,4,7.25,10,3,1,0,0,T20I # 1853,24
313,India Vs South Africa,South Africa,Anrich Nortje,4,0,0,23,1,5.75,12,1,1,0,0,T20I # 1853,24
314,India Vs South Africa,South Africa,Keshav Maharaj,3,0,0,28,0,9.33,5,3,1,0,0,T20I # 1853,18
315,India Vs South Africa,South Africa,Aiden Markram,1,0,0,5,0,5,1,0,0,0,0,T20I # 1853,6
316,India Vs South Africa,India,Bhuvneshwar Kumar,3,4,0,21,0,5.72,13,2,1,0,0,T20I # 1853,22
317,India Vs South Africa,India,Arshdeep Singh,4,0,0,25,2,6.25,13,4,0,1,0,T20I # 1853,24
318,India Vs South Africa,India,Mohammed Shami,4,0,0,13,1,3.25,15,1,0,0,0,T20I # 1853,24
319,India Vs South Africa,India,Hardik Pandya,4,0,0,29,1,7.25,8,3,0,0,0,T20I # 1853,24
320,India Vs South Africa,India,Ravichandran Ashwin,4,0,0,43,1,10.75,5,1,4,0,0,T20I # 1853,24
321,Australia Vs Ireland,Ireland,Josh Little,4,0,0,21,2,5.25,13,2,0,2,0,T20I # 1855,24
322,Australia Vs Ireland,Ireland,Mark Adair,4,0,0,59,0,14.75,6,7,2,6,0,T20I # 1855,24
323,Australia Vs Ireland,Ireland,Barry McCarthy,4,0,0,29,3,7.25,7,2,0,1,0,T20I # 1855,24
324,Australia Vs Ireland,Ireland,Gareth Delany,3,0,0,29,0,9.66,10,2,2,2,0,T20I # 1855,18
325,Australia Vs Ireland,Ireland,Fionn Hand,1,0,0,15,0,15,2,0,2,1,0,T20I # 1855,6
326,Australia Vs Ireland,Ireland,George Dockrell,4,0,0,24,0,6,8,0,1,0,0,T20I # 1855,24
327,Australia Vs Ireland,Australia,Josh Hazlewood,3,0,0,24,0,8,8,1,2,1,0,T20I # 1855,18
328,Australia Vs Ireland,Australia,Pat Cummins,4,0,0,28,2,7,14,3,1,1,0,T20I # 1855,24
329,Australia Vs Ireland,Australia,Glenn Maxwell,2,1,0,14,2,6.46,6,2,0,0,0,T20I # 1855,13
330,Australia Vs Ireland,Australia,Mitchell Starc,4,0,1,43,2,10.75,11,8,0,2,1,T20I # 1855,24
331,Australia Vs Ireland,Australia,Adam Zampa,4,0,0,19,2,4.75,9,1,0,0,0,T20I # 1855,24
332,Australia Vs Ireland,Australia,Marcus Stoinis,1,0,0,6,1,6,2,0,0,0,0,T20I # 1855,6
